몸캠피싱 피해액 가파른 상승세···올바른 대처법은?," 신종 코로나바이러스 감염증 사태에 사회적 거리두기로 집에서 스마트폰을 보며 보내는 시간이 늘자 ‘몸캠피싱’ 범죄도 덩달아 기승을 부리고 있다.	 신체를 노출하는 영상물을 미끼로 돈을 뜯어내는 몸캠피싱 범죄로 인한 피해액은 지난 4년새 6배나 폭증했다.	지난달 30일 이탄희 더불어민주당 의원이 경찰청으로부터 제출받아 공개한 자료에 따르면, 지난해 발생한 몸캠피싱 피해액은 55억2900만원으로, 8억7400만원에 불과했던 2016년 대비 6.3배 증가했다.	 몸캠피싱 발생 건수는 지난해 1824건으로, 2015년 대비 18배 증가했다.	실제로 영상통화가 가능한 온라인 채팅 앱은 몸캠피싱 범죄의 주된 원인이 되고 있다.	 최근 A씨는 랜덤채팅 애플리케이션에서 여성을 사칭한 B씨를 만나 362회에 걸쳐서 총 618만원의 금품을 빼앗겼다.	 당시 범죄자 B씨는 문화상품권을 추가 요구하고 음란 채팅을 지인들에게 유포하겠다며 A씨를 협박했다.	 A씨는 다시 157회에 걸쳐 합계 1,683만원 상당의 금액 및 상품권을 B씨에게 보내야 했다.	온라인 보안 회사 팀카시아는 몸캠피싱 피해를 받고 있다면 개인 정보가 범인에게 노출됐다고 해도 금전적인 요구를 받아들여서는 안된다고 주의를 당부했다.	팀카시아 관계자는 “몸캠피싱 협박범들의 경우 동영상 유포를 빌미로 1차 유포를 진행하고 추가적인 협박을 이어가는 것은 물론, 입금 후에도 동영상 잔여 데이터가 있다며 추가 협박을 이어간다”고 전하고 “협박범들의 목표는 돈이기 때문에 금전적 대처보다 범죄 빅데이터 등을 활용한 기술적 해결에 나서는 것이 중요하다”고 말했다.	한편 팀카시아는 카카오톡, 페이스톡 및 라인 등 화상통화 및 채팅 애플리케이션에서 발생하는 몸캠피싱 사기 대응을 위해 동영상 유포 협박 피해자들을 위한 실시간 대응에 나서고 있다.	 오토 센딩 및 오토 콜링 등 자동화 솔루션, 지속적 분석 등 자체 솔루션을 구축해 몸캠피싱 협박 대응을 진행하고 있다."
"보이스피싱 피해, 매년 증가 추세…""금융당국 안일함이 키웠다""",  Copyright ⓒ  &
경기도체육회 위법·부당 22건 적발...경기도 10명 징계 요구,  Copyright ⓒ  &
"""VIK·IDS홀딩스 방조 의혹"" 검찰 간부들, 국감 도마 오를까",  Copyright ⓒ  &
"""급여 착오입금했으니 송금하라"" 신종 보이스피싱 주의보",  Copyright ⓒ  &
정부 “한글날 불법집회 시도 중단해 달라”,  Copyright ⓒ  &
"성남시, 아동보호 전담 공무원 4명 배치",  Copyright ⓒ  &
"광주광역시, 무신고·유사 의료행위 업소 적발",  Copyright ⓒ  &
"디지털 교도소 운영자, 베트남 검거 14일 만에 국내 송환",  Copyright ⓒ  &
삼성 블록체인 월렛에 웁살라시큐리티 AML 솔루션 적용...보안성 강화,  Copyright ⓒ  &
"전남경찰, 추석연휴 특별교통관리로 ""평온한 명절""",  Copyright ⓒ  &
"의왕시, 아동학대 직접조사로 문제점 개선",  Copyright ⓒ  &
뇌 질환 탓에 교통 사고 내고도 무죄 판결 받은 이유,  Copyright ⓒ  &
"엠비아이 KT링커스와 맞손, 전기오토바이 충전 배터리 교환 인프라 구축",  Copyright ⓒ  &
"전남경찰, 음주운전·안전띠 미착용 특별단속 시작",  Copyright ⓒ  &
"경찰, 개천절 불법집회·시위 대처…서울 진입로 90곳 검문 실시",  Copyright ⓒ  &
"문 대통령,""코로나 확진"" 트럼프에 위로전 ""조속한 쾌유 기원""",  Copyright ⓒ  &
"""방역에 여야 없다"" 국민의힘, 개천절 집회 불참",  Copyright ⓒ  &
"개천절 차량 집회 허용한 법원, 9가지 까다로운 조건 제시",  Copyright ⓒ  &
"법원 개천절 차량 집회 ""조건부 허용""",  Copyright ⓒ  &
추석 귀성 귀경 교통혼잡 오후 3~4시 절정 예상,  Copyright ⓒ  &
"쇠창살 자르고, 담 넘어 영화처럼 교도소 빠져나간 태국 탈옥수들",  Copyright ⓒ  &
[사건사고]추석맞아 누나 부부와 술먹다 매형 살해 60대 체포,  Copyright ⓒ  &
"산림청 ""임산물 불법채취 동작 그만""…10월말까지 특별단속",  Copyright ⓒ  &
"정부, 국방·안전 분야 공공용 주파수 확대 공급…“국민 생명·안전 확보”",  Copyright ⓒ  &
"해경, 북한 피격 사망 공무원 자의적 월북으로 판단",  Copyright ⓒ  &
법원 ‘개천절 집회 금지’ 처분 유지,  Copyright ⓒ  &
"해경 ""북한에 피격 사망한 공무원 자진 월북한 것으로 판단""",  Copyright ⓒ  &
"정세균 총리 ""개천절 불법집회 원천차단"" 정부 입장 재확인",  Copyright ⓒ  &
"전남경찰, 대면 편취형 보이스피싱 급증 ""주의 당부""",  Copyright ⓒ  &
"경기도, 공정 서민경제 ""불법 사금융 도민감시단"" 모집",  Copyright ⓒ  &
"인천광역시 특사경, 추석 성수식품 원산지 표시 위반 등 7곳 적발",  Copyright ⓒ  &
"北 ""南, 새로운 긴장 유발할 수 있는 영해 침범 중단하라""",  Copyright ⓒ  &
"피격 공무원 탑승 ""무궁화10호"" 27일 목포항 도착",  Copyright ⓒ  &
라면형제 눈은 떴는데.. 의식 회복은 아직,  Copyright ⓒ  &
"용인시, 여성친화도시 선도(善導) 지자체 인정",  Copyright ⓒ  &
"단톡 성희롱 발언, 몰카 촬영 공유 등 진주 술집 결국 폐업 예정",  Copyright ⓒ  &
"[스포츠서울 소비자선호도1위브랜드대상 : 법무법인 강율]이혼 및 민사, 기업 분야 전문 변호사로 구성 된 로펌"," 법무법인 강율 목포사무소가  이 주최하고 한국미디어리서치가 주관하는 '2020 KCPBA 한국소비자선호도 1위 브랜드 대상' 법률서비스 부문 대상을 수상했다.	법무법인 강율 목포사무소는 형사와 민사전문 김영균 변호사와 대한변호사협회로부터 이혼전문변호사로 인정받은 이슬 변호사 등 각 분야에서 전문성을 인정받고 있는 변호사들로 구성된 전문 로펌이다.	 이혼/조세, 기업법무/노동 등 다양한 분야에 걸쳐 활발한 활동을 펼치고 있다.	또한 법무법인 강율의 김영균 변호사는 목포시 공유재산심의회 위원으로 활동하며 지역사회발전에 앞장서고 있으며, 이슬 변호사는 보건복지부 청원경찰 징계위원회 위원으로 위촉되어 활동 중이다.	전문적인 법률상담이 가능한 종합 법무법인 강율은 목포뿐만이 아니라 광주를 비롯 전라남도 지역에서 높은 승소율을 기록 중이다.	법무법인 강율 김영균 변호사는 “강율은 고객이 진정 필요로 하는 법률서비스를 제공하고자 노력하고 있다”며, “앞으로도 분야별, 유형별 철저한 고객맞춤 법률상담 및 소송업무를 지원할 것”이라고 수상 소감을 밝혔다."
"경기도, 수상레저안전법 위반 85건 적발",  Copyright ⓒ  &
베트남서 콘돔 재활용 적발...창고서 32만개 이상 세척콘돔 발견,  Copyright ⓒ  &
"광주경찰, 음주운전 스팟식 단속 불시·수시 실시",  Copyright ⓒ  &
"경기도, 폐석면 무단매립 등 27건 적발",  Copyright ⓒ  &
대리기사인 줄 알고 운전대 맡겼다는 을왕리 음주사고 동승자,  Copyright ⓒ  &
"러시아, 브라질, 인니 지구촌 곳곳서 땅굴 판 죄수들 탈옥 성공",  Copyright ⓒ  &
더욱 지능화된 ‘보이스피싱’ 주의보…“IT기자도 속았다”,  Copyright ⓒ  &
두려움이 된 조두순 출소…안산시장 국민청원에 모금운동 움직임까지,  Copyright ⓒ  &
코로나19 신규확진자 657명...23일만에 600명대,"2일 오후 서울역 광장에 마련된 신종 코로나바이러스 감염증 중구 임시 선별검사소에서 의료진이 인근 파출소 경찰관의 코로나19 검체를 채취하고 있다.	사진| 연합뉴스 국내 신종 코로나바이러스 감염증 3차 대유행 속에 3일 신규 확진자 수는 657명으로, 23일만에 600명대를 기록했다.	 중앙방역대책본부는 이날 0시 기준으로 코로나19 신규 확진자가 657명 늘어 누적 6만3244명이라고 밝혔다.	전날보다 167명 줄어들었다.	 코로나19 신규 확진자수 600명대는 지난달 11일 이후 23일만이다.	그러나 이같은 수치는 새해 연휴기간이라 진단검사 건수가 직전 평일과 비교해서 대폭 줄어든 영향 등을 반영한 것으로, 확산세가 꺾였다고 판단하기는 이르다.	 이날 신규 확진자의 감염경로는 지역발생이 641명, 해외유입이 16명이다.	 지난해 11월 중순부터 코로나19 '3차 대유행'이 본격화한 뒤 확산세가 계속 이어지고 있다.	지난달 28일부터 이날까지 최근 1주일간 신규 확진자는 일별로 807명→1045명→1050명→967명→1029명→824명→657명으로, 1000명선에서 등락을 반복하다 연휴 기간 800명대를 거쳐 600명대까지 떨어졌다."
"디지털교도소 운영자, 베트남서 검거…어떤 혐의 받게 되나",  Copyright ⓒ  &
"""가뜩이나 힘든데…"" 코로나로 문닫은 PC방만 골라턴 절도범",  Copyright ⓒ  &
"경찰, ""조두순집"" 주변 여성안심구역 설정…순찰 인력 집중배치",  Copyright ⓒ  &
1625차례 112 전화 걸어 욕설 퍼부은 60대 남성 구속,  Copyright ⓒ  &
"사이버 범죄 근절 목표, 사회 정의 실천 및 보안 전문가 양성 주력",  Copyright ⓒ  &
"46억 손배소 당한 사랑제일교회, 서울시에 맞소송 예고",  Copyright ⓒ  &
"""국민의 돈 750조"" 굴리는 국민연금 운용역 4명 마약 투약 혐의",  Copyright ⓒ  &
"정세균 총리 ""조두순 출소 후 격리 불가능…최대한 조치 강구하겠다""",  Copyright ⓒ  &
"750조원 굴리는 국민연금 대체투자 운용역 4명, 마약 하며 연금 운용",  Copyright ⓒ  &
"박대출 의원 ""윤지오, 국민의힘은 거부않겠다…국감 출석해라""",  Copyright ⓒ  &
"몸캠피싱 안심업체 ‘올세이프’, 피씽 긴급신고센터 운영"," 인터넷 상 가상 공간 중 하나인 사이버 공간은 전 세계를 하나로 연결해 많은 변화를 일으켰다.	 이제는 시간이나 공간을 초월해 타인과 교류할 수 있는 이 곳은 다양한 나라의 소식이나 각종 정보들도 손쉽게 확인할 수 있다.	몸캠피싱은 호기심을 자극해 피해자가 신체의 일부분을 드러나도록 만든 후 녹화를 진행해 몸캠 영상을 확보한다.	 이와 함께 악성코드를 휴대폰에 설치하도록 만들어 연락처 등 개인정보들을 확보한 뒤 유포를 빌미로 돈을 요구한다.	일부 피해자들은 범죄조직의 요구에 따를 시 영상을 삭제해줄 것이라고 생각하고 있는데, 범죄조직들은 돈을 입금하면 영상을 삭제해준다는 말과는 달리 절대 영상을 삭제해주지 않고 추가적으로 금품을 요구한다.	이와 관련해 보안 전문 업체 올세이프 관계자는 “몸캠피싱 피해자들은 자신이 잘 알고 지내는 지인들에게 영상이 유포되는 것을 막고자 협박에 무조건 따를 수밖에 없다”고 설명했다.	모바일 보안 전문 업체 올세이프는 긴급신고센터를 운영하며 영상통화사기와 같은 디지털성범죄 및 사이버 금융 범죄 등 사이버 범죄 피해자들을 구제하고 있다.	올세이프는 카톡영상통화를 이용한 영상통화협박, 몸또 등의 패턴을 정확히 파악하여 그에 맞는 차단솔루션을 제공한다.	 이후 apk파일을 심층적으로 분석해 유포가 진행되지 않도록 막고 차후 모니터링 서비스를 통해 자칫 몸캠피씽 2차, 3차 피해로 번질 수 있는 경우를 차단한다.	또한, 영상이 유포될 수 있는 루트 자체를 차단해 변수에 완벽히 대응하고 있다.	 현재 올세이프는 피해자들을 위해 연중무휴로 유포차단솔루션을 공급하고 있으며 점점 늘고 있는 피해자를 고려해 인력을 보충하고, 즉각적인 대응을 펼치고 있다.	올세이프 관계자는 “화상통화사기에 당했다면 동영상 유포 협박범에 대응할 것이 아니라 보다 신속히 보안 업체와 경찰에 알려 도움을 구해야 한다”며 “빠르게 악성코드를 분석해 유포를 차단할 수 있는 솔루션과 기술력을 가지고 보안 업체를 고르는 것도 중요하다”고 조언했다."
"버섯 캐러 산에 갔다 실종된 90대 노모, 8일 만에 주검으로 발견",  Copyright ⓒ  &
"연일 폭우로 서울 주요 도로 곳곳 교통통제…""교통 혼잡 가중""",  Copyright ⓒ  &
"""소재 불명? 집 주소 알잖아"" 윤지오의 입장 표명",  Copyright ⓒ  &
"경기도, 홍보물 통한 반려동물 건전한 영업질서 확립",  Copyright ⓒ  &
"전남도, 2020년 어선사고예방시스템 구축사업 ""본격""",  Copyright ⓒ  &
"전남경찰, 언택트 교통사고예방 홍보활동 실시",  Copyright ⓒ  &
"검찰, ""결함은폐 의혹"" BMW코리아 사무실 등 압수수색",  Copyright ⓒ  &
합의금 빌미로 운전자 회유 의혹 제기된 을왕리 음주사고 동승자,  Copyright ⓒ  &
"평택 편의점 차량 돌진한 이유 ""점주와 갈등 탓""",  Copyright ⓒ  &
"수원시, 율전·정천·세류·세평·화산 지하차도 정상 ""통행""",  Copyright ⓒ  &
"경기도, 긴극복지지원 재산 기준 ""한시"" 완화",  Copyright ⓒ  &
"담양교육지원청, 찾아가는 학교폭력 예방 캠페인 실시",  Copyright ⓒ  &
"해운대 포르쉐 3차례 걸친 7중 추돌사고, 알고 보니 대마에 취한 ""광란의 질주 """,  Copyright ⓒ  &
"""광란의 질주"" 7중 추돌사고 포르쉐, 앞서 사고 2번 내고 도주",  Copyright ⓒ  &
"완도해경, 명절 전·후 민생침해 범죄 집중단속 나서",  Copyright ⓒ  &
"어르신 불완전판매 규제 강화한다…""금융사기 감시환경 조성""",  Copyright ⓒ  &
"광란의 질주로 해운대 7중 추돌 사고, 2차례 사고 뒤 도망 중 대형 사고",  Copyright ⓒ  &
"인천광역시 특사경, 불법 숙박업 영업한 13곳 적발...점검 지속적 실시 계획",  Copyright ⓒ  &
거꾸로 잡고 흔들어…신생아 학대한 산후도우미의 만행,  Copyright ⓒ  &
"광주경찰, 호남 폭우피해 악성 게시글 작성자 ""검거""",  Copyright ⓒ  &
"을왕리 음주운전자 오늘 구속 결정...""엄벌하라"" 국민청원 50만명",  Copyright ⓒ  &
"이재명 ""먹을 게 없어 훔치는 건 있어선 안돼 아낌없이 지원하라""",  Copyright ⓒ  &
"김병내 남구청장, 환경미화원 ‘투명·공개 채용’ 특별 지시",  Copyright ⓒ  &
"검찰이 덮은 키코 재수사, 경찰이 들여다 본다",  Copyright ⓒ  &
"경기도, 불량식품 제조·유통 업체 집중 수사...21~25일까지",  Copyright ⓒ  &
"한국사회복지행정연구회, 주민자치형 공공서비스 구축 협력방안 논의",  Copyright ⓒ  &
"文대통령, 청주 방문해 정은경 초대 질병관리청장에 직접 임명장 수여",  Copyright ⓒ  &
"윤미향 남편, 유튜버와 언론사 상대로 민형사 소송 제기",  Copyright ⓒ  &
"광주광역시, 지역교통안전시행계획 실적 ""종합 1위""",  Copyright ⓒ  &
"범죄자 신상정보 임의 공개 ""디지털교도소"", 수사 좁혀지자 돌연 폐쇄",  Copyright ⓒ  &
"[2020 고객선호브랜드지수 1위] 공무원·경찰학원, 종로공무원학원",  Copyright ⓒ  &
‘여행에 미치다’ 조준기 대표 끝내 사망,  Copyright ⓒ  &
"경찰청장 ""정인이 사건 수사 미흡"" 사과…양천서장 대기발령",  Copyright ⓒ  &
"진도군, CCTV 통합관제센터 본격 운영 시작",  Copyright ⓒ  &
"鄭총리 ""공동체 안전위협 개천절 집회, 공권력 주저없이 행사""",  Copyright ⓒ  &
"극단적 선택 ""여행에 미치다"" 조준기 대표, 병원이송 8일만 사망",  Copyright ⓒ  &
"장흥군, 청사 광장에 ‘민원인 접견실’ 설치·운영",  Copyright ⓒ  &
"의대 교수, 디지털 교도소 ""신상 공개""에 성 범죄자 누명썼다",  Copyright ⓒ  &
"""BTS 화보에 투자해라"" 30억 끌어모은 50대 입건, 피해자 20명",  Copyright ⓒ  &
"전남경찰, 드론으로 수해복구지역 방역 지원 나서",  Copyright ⓒ  &
"인천 계양구, 민원실 비상상황 대비 훈련...안전한 민원실 앞장",  Copyright ⓒ  &
"대한항공 ""마스크 착용 거부하면 탑승 거절""…승객 대응 조치 강화",  Copyright ⓒ  &
"포스코건설, 방글라데시 한인회에 코로나19 예방키트 전달",  Copyright ⓒ  &
"태풍 ""하이선"" 전국 폭우 강풍, 강원영동·경상도 최대 400㎜ 비",  Copyright ⓒ  &
"몸캠피싱 보안 전문 ‘시큐어앱’, “차단 솔루션 통해 피싱 범죄 막는다”"," 몸캠피싱 피해자가 나오기 시작한 지 6년이라는 시간이 흘렀다.	 하지만, 여전히 피해자 수는 계속해서 증가하고 있다.	 몸캠피싱은 이미 온라인 상에서 많이 알려진 피싱 방법으로 신종 범죄라고 하기에도 오랜 기간이 흘렀다.	하지만 디지털 기술이 발전하는 것과 같이 몸캠피싱은 몸캠사기, 랜덤채팅사기 등 다양한 사례를 나타내면서 범인들의 수법 또한 발전하고 새로운 범죄 수법을 개발하고 있어 추가적인 대응이 필요한 상황이다.	특히 몸캠피싱 범죄에 피해를 받고 있는 사람들의 대다수가 젊은 세대의 성인 남성들이 많아 창피함이나 수치심 및 사회적 지위 등의 문제로 피해 사실을 알리기를 꺼려하는 경우가 많다.	 하지만 갑작스러운 협박으로 시작되는 몸캠피싱은 혼자서 올바른 판단을 내리기 어려운 순간 더 큰 피해가 발생할 수 있다.	보안회사 시큐어앱 임한빈 대표는 “몸캠피싱에 당하면 금전적인 피해는 물론, 큰 정신적 피해까지 입을 수 있다”면서 “만약 부주의한 탓에 당하게 됐다면 협박범의 요구에 따르지 말고, 보안 전문가와 상의해 해결 방안을 찾는 것이 중요하다”고 설명했다.	모바일 보안 전문 업체 시큐어앱은 카톡영상통화를 이용한 영상통화협박 등의 패턴을 정확히 파악하여 그에 맞는 차단솔루션을 제공한다.	 이후 apk파일을 심층적으로 분석해 유포가 진행되지 않도록 막고 24시간 차후 모니터링 서비스를 통해 자칫 2차, 3차 피해로 번질 수 있는 경우를 차단한다.	또한, 영상이 유포될 수 있는 루트 자체를 차단해 변수에 완벽히 대응하고 있다.	 현재 시큐어앱은 피해자들을 위해 365일 24시간 연중무휴로 유포차단솔루션을 공급하고 있으며 점점 늘고 있는 피해자를 고려해 인력을 보충하고, 즉각적인 대응을 펼치고 있다.	시큐어앱 보안팀의 한 관계자는 “화상통화사기에 당했다면 동영상 유포 협박범에 대응할 것이 아니라 보다 신속히 보안 업체와 경찰에 알려 도움을 구해야 한다”며 “빠르게 악성코드를 분석해 유포를 차단할 수 있는 솔루션과 기술력을 가지고 보안 업체를 고르는 것도 중요하다”고 조언했다."
태풍 하이선 북상에 부산 도로 일부 통제·정전·시설물 낙하 발생,  Copyright ⓒ  &
"내부동력 상실 대전협, 의정합의 이틀만에 ""단체행동 유보한다""",  Copyright ⓒ  &
"충청남도, 천안 청당동 ""떳다 방"" 일제 단속",  Copyright ⓒ  &
"""디지털 교도소""서 신상공개된 고대생 숨진 채 발견",  Copyright ⓒ  &
"""여대생 번호로 만남 요구"" 30대 남성...""외로워서 그랬다""",  Copyright ⓒ  &
집단휴진 속 응급실 찾아 헤매던 40대 남성…결국 사망,  Copyright ⓒ  &
"전남도, 지난 한달간 코로나19 ‘지역감염 103명’ 발생",  Copyright ⓒ  &
"유명인사 페라리 차주, 고의사고 후 ""나 검색해봐"" 누리꾼 공분(한문철TV)",  Copyright ⓒ  &
"경기도, 환경오염방지 시설 불법 시공 38건 적발",  Copyright ⓒ  &
"수원시, 자가격리 중 무단이탈 20대 남성 고발",  Copyright ⓒ  &
"새벽 인터넷방송 도중 극단적 선택 BJ, 시청자 신고로 구조",  Copyright ⓒ  &
"이제 운전면허증도 ""카톡""으로 제시한다",  Copyright ⓒ  &
"경기도, 602명 수용가능...제4·5호 생활치료센터 문 열어",  Copyright ⓒ  &
"""태풍에 흔들리는 창문에 테이프 붙이려다""… 부산 60대 여성 유리 깨져 사망",  Copyright ⓒ  &
"""등 뒤에서 20발 난사"" 美 또 백인 경찰 총격에 흑인 사망…항의 시위 잇따라",  Copyright ⓒ  &
"목포시, 코로나19 확산 방지 대응역량 강화 ""총력""",  Copyright ⓒ  &
"""장도리"" 사건 민경욱, 자가격리 중 무단이탈로 인천시에 고발",  Copyright ⓒ  &
"방통위, 내년도 예산안 2439억원 편성…“방송콘텐츠 경쟁력 강화 등 중점”",  Copyright ⓒ  &
"음란물 게재논란 ""여행에 미치다"" 조준기 대표, 극단적 선택 암시 글 남겨",  Copyright ⓒ  &
"극단적 선택 암시 ""여행에 미치다"" 조준기 대표, 병원이송 ""호흡, 맥박 돌아와""",  Copyright ⓒ  &
"이재명, 사랑제일교회 등 진단검사 불응 법적대응 구체화",  Copyright ⓒ  &
"몸캠피싱 전문 보안기업 ""올세이프"", ""피싱범죄 예방하려면?"""," 몸캠피싱이 기승을 부리고 있다.	 몸캠사기, 동영상유포협박, 영통사기, 영상통화사기, 랜덤채팅사기로 불리우며 다양한 방식으로 발생되고 있다.	 몸캠피싱은 채팅 앱과 이메일을 통해 영상통화로 유도한 후 음란 행위를 하게 만들어 이를 유포하겠다고 협박해 돈을 요구하는 신종사기 수법이다.	가장 큰 문제는 금전적인 피해와 사생활 침해인 1차 피해로 끝나는 것이 아닌, 카카오톡 등 메신저에 단체 카톡 방을 만들고 피해자 지인들을 초대해 영상, 사진을 유포하며 2, 3차 가해로 이어져 지속적인 추가 피해를 낳는 것이다.	몸캠피싱은 주로 랜덤 채팅 앱에서 남성을 대상으로 이루어지고 있다.	 피해자가 알몸이나 신체 일부가 노출되도록 한 후 영상으로 녹화를 진행한다.	 악성코드나 바이러스가 포함된 파일들을 클릭하게 유도한 뒤 연락처를 확보하고 녹화한 영상과 스마트폰 내 연락처를 빌미로 돈을 갈취한다.	만약 몸캠피싱에 당했다면 가장 먼저 경찰에 신고하여 즉시 도움을 받는 것이 중요하다.	 또한, 사설 보안업체를 찾아 영상 유포 경로를 차단하여 기술적으로 유포를 막는 일도 함께 해야 한다.	보안 업체 ‘올세이프’는 온라인 보안 전문 기업으로 오랜 기간 보안기술의 개발 및 보급에 힘써왔다.	 몸캠피씽 범죄의 피해자들을 구제해 왔으며 최근에는 늘어난 신종 사이버 범죄에 적극 대응하며 피해 구제에 힘쓰는 등 범죄 근절 캠페인을 실천하고 있는 국내의 1세대 보안기술업체이다.	몸캠피씽 대응 업체 ‘올세이프’는 온라인 보안 선두주자로써 악성코드를 완벽히 분석하여 범죄자에게 해킹된 데이터를 회수한다.	 협박으로부터 벗어나게 하는 것이다.	 해당 솔루션은 해당 업체 보안팀에서만 가능하며 여러 사이버범죄 해결을 통하여 독보적인 기술력이 검증됐다.	‘올세이프’ 보안팀 관계자는 “빠른 진단과 악성 코드 분석을 통해 몸캠피씽 협박범이 탈취한 피해자의 데이터를 회수하여 동영상이 유포되지 않도록 막고 있다”며 “협박을 받고 있다면 신속한 조치로 피해를 최소화할 수 있다”고 설명했다."
9살 의붓아들 여행가방 감금 살해 40대母 무기징역 구형,  Copyright ⓒ  &
"김포시, 장기본동 교회 1곳 집합금지 명령",  Copyright ⓒ  &
의협 2차 총파업에 복지부 “법과 원칙에 따라 대응”,  Copyright ⓒ  &
"[2020 고객선호브랜드지수 1위] 공무원시험 브랜드, 종로공무원기숙학원",  Copyright ⓒ  &
"인천 출신, 전 LG 트윈스 투수 전 모씨 사기죄로 지명수배 중...피해자 몇 달째 연락 두절",  Copyright ⓒ  &
"마스크 쓰랬더니 무차별폭행 50대, 강남역서 ""내가 코로나 환자"" 난동 70대[사건사고]",  Copyright ⓒ  &
"전남경찰, 순천시 코로나19 확산 방지활동 지원",  Copyright ⓒ  &
"KT, 공익제보 직원에 각각 ‘정직·감봉 3개월’ 중징계",  Copyright ⓒ  &
"""40년 동안 맞고 살았다""…전 남편 신체 일부 훼손한 60대 눈물",  Copyright ⓒ  &
"인천 남동구, 교통 환경조성 위해 노인보호구역 3곳 완료",  Copyright ⓒ  &
밀회 위해 서로의 집 잇는 땅굴 판 멕시코 불륜 커플 [B급통신],  Copyright ⓒ  &
"화성시, 고위험시설 대상 경찰 합동 마스크 착용 점검",  Copyright ⓒ  &
"인천 연수구, 특이민원 발생 대비 경찰 합동 모의훈련...신속대응체계 구축",  Copyright ⓒ  &
"강진군, 민원실 비상대응 모의훈련 실시",  Copyright ⓒ  &
방통위 “코로나19 방역방해·가짜뉴스 엄정 대응할 것”,  Copyright ⓒ  &
"[속보]성북경찰서, 성북소방서 긴급 브리핑 ""현재 2차 수색 재개""",  Copyright ⓒ  &
"美남성 ""코로나 포옹해줄게"" 대형마트서 무차별 허그로 확진자 속출",  Copyright ⓒ  &
"지하철서 마스크 미착용 지적받자 ""일가족 몰살하겠다"" 협박 70대 입건",  Copyright ⓒ  &
"광주광역시 동구, 학대 위기 고위험아동 가정방문 실시",  Copyright ⓒ  &
"IDS홀딩스 베트남 금융사기, 檢 은폐·축소 수사가 낳았나?",  Copyright ⓒ  &
"박원순 시장, 종로경찰서에 미투 신고 접수",  Copyright ⓒ  &
"전주시, 아파트 거래 특별조사단 운영",  Copyright ⓒ  &
"용인시, 스마트시티 통합플랫폼 영상정보 ""군 작전"" 지원",  Copyright ⓒ  &
"사랑제일교회 압수수색 4시간 20분 만에 종료 ""교인명단 확보""",  Copyright ⓒ  &
"유튜버 하이틴에이저, 女 중·고교생에 벗은 男 관찰·스킨십 유도…""미성년자 성희롱?"" 논란",  Copyright ⓒ  &
"""前 애인 토막살해"" 49세 유동수 얼굴·신상 공개 ""피해자에 할말 없다""",  Copyright ⓒ  &
"방역 당국, 사랑제일교회 교인들 제지로 신도 명단 확보 실패",  Copyright ⓒ  &
"광복절 집회 투입 경남경찰 121명, 전원 코로나19 음성 ""방역 철저히 했다""",  Copyright ⓒ  &
"“배달이륜차 교통사고 줄인다”…우아한청년들, 도로교통공단과 업무협약 체결",  Copyright ⓒ  &
"김문수 ""내가 국회의원 세번했어!"" 논란에 ""우린 코로나 9개월했어"" 누리꾼들 비난",  Copyright ⓒ  &
"김조원 전 민정수석, 경찰에 피고발...금감원 불법감찰 의혹",  Copyright ⓒ  &
"광주경찰-광주광역시, 광주도심 제한속도 하향 전면 시행",  Copyright ⓒ  &
"경기도, 허위과장 화장품법 위반 업체 4곳 적발",  Copyright ⓒ  &
"LH, 내포신도시 근린상업용지 및 업무용지 경쟁입찰",  Copyright ⓒ  &
"인천광역시, ‘PAV 실증화 지원센터 조성 업무 협약’ 체결... PAV산업 집중 육성한다",  Copyright ⓒ  &
"[속보]파주병원서 간호사실 기어 탈출 사랑제일교회 확진자, 새벽 신촌서 검거",  Copyright ⓒ  &
"목포시, 수도권 교회·광복절 집회 참석자 ""자진 검사"" 촉구",  Copyright ⓒ  &
"광화문집회서 체포 60대 확진, 강남서 유치장 폐쇄 경찰관 15명 격리",  Copyright ⓒ  &
"경기도, 디지털성범죄 ""원스톱지원센터"" 내년 1월 ""문 열어""",  Copyright ⓒ  &
"[단독] “의사 총파업 날 공보의 휴가 반려, ""의대 유치"" 위해선 청원 종용”",  Copyright ⓒ  &
코로나19 신규 확진 246명…닷새만에 총 991명으로 급증,  Copyright ⓒ  &
"박원순 서울시장 행방불명돼, 딸이 112에 신고",  Copyright ⓒ  &
"전광훈 사랑제일교회 담임목사, 코로나19 확진 판정",  Copyright ⓒ  &
"강진군, 번개탄 판매업소 대상 모니터링 실시",  Copyright ⓒ  &
코로나19 확진 판정 받고 도주한 포항 사랑제일교회 교인 검거,  Copyright ⓒ  &
"""막가파"" 목사 전광훈, 코로나19 확진. 자가격리 수칙도 어겼다",  Copyright ⓒ  &
행방불명된 박원순 시장 휴대전화 성북동에서 끊겨,  Copyright ⓒ  &
"금융피해자연대, ""윤석헌 흔들기 의혹"" 김조원 전 민정수석 고발한다",  Copyright ⓒ  &
"법원공무원, 친딸 5살 때부터 12년간 성폭행 혐의로 수사…아내가 경찰 신고",  Copyright ⓒ  &
"의왕시, 광복절 ""서울구치소""앞 집회 금지",  Copyright ⓒ  &
"광주광역시, 새로나 추모관 침수에 따른 합동원인조사단 구성",  Copyright ⓒ  &
